Precinct	total_votes	votes|Brandon Johnson (Warren)	votes|Jamie Brown (Warren)	votes|Frederick ''Fritz'' Kaegi (Warren)	votes|Mony Ruiz Velasco (Warren)	votes|Marlon D. Harris (Warren)	votes|Harlene Ellin (Warren)	votes|Mihir Garud (Warren)	votes|Benetta Mansfield (Warren)	votes|Mary Ann Abbott (Yang)	votes|David Hernandez (Yang)	votes|Elizabeth Henricks (Yang)	votes|Steven Dyme (Yang)	votes|Yvonne O'Connor (Yang)	votes|Peter Wojda IV (Yang)	votes|Rudyard ''Rudy'' Urian (Yang)	votes|Marty Castro (Buttigieg)	votes|Eric Davis (Buttigieg)	votes|Thomas Gary (Buttigieg)	votes|Marla Izbicky (Buttigieg)	votes|Amalia Mahoney (Buttigieg)	votes|Cristal Thomas Gary (Buttigieg)	votes|Melissa Conyears-Ervin (Biden)	votes|Pat Quinn (Biden)	votes|Emma M. Mitts (Biden)	votes|Brendan Reilly (Biden)	votes|Patricia Dowell (Biden)	votes|Rory Hoskins (Biden)	votes|Barbara McGowan (Biden)	votes|Marcelino Garcia (Biden)	votes|Claudia Moreno-Nunez (Sanders)	votes|Julie Lehrman (Sanders)	votes|Martese Luzette Chism (Sanders)	votes|Ojus Khanolkar (Sanders)	votes|Dominique Coronel (Sanders)	votes|Miguel Bautista (Sanders)	votes|Ronald Lawless (Sanders)	votes|Tim Thomas (Sanders)	votes|Barton Moy (Klobuchar)	votes|Gail M. Silver (Klobuchar)	votes|Joan L. Long (Klobuchar)	votes|Addison Woodward (Klobuchar)	votes|Ann Henstrand (Klobuchar)	votes|Jennifer Vincent (Klobuchar)	votes|Markayle Tolliver (Klobuchar)	votes|Thomas A. (Tom) Ciavarella (Klobuchar)
37013	841	17	12	8	12	7	12	6	12	4	8	4	3	2	1	4	3	2	1	1	3	2	54	56	83	64	72	61	77	66	34	25	19	17	19	19	21	18	1	3	2	3	0	1	2	0
37014	1197	22	7	6	2	12	6	4	8	6	3	5	1	2	2	1	4	7	4	3	1	4	69	82	140	100	106	97	114	82	41	38	30	30	39	38	34	29	1	4	4	3	2	1	2	1
37015	1332	31	12	4	11	10	4	3	7	3	7	9	4	6	3	2	1	4	1	2	2	3	90	98	156	102	121	102	117	103	45	40	40	38	42	39	31	29	1	1	2	0	1	4	0	1
37016	1324	25	17	9	9	14	12	9	11	15	16	8	6	8	2	7	5	6	5	8	4	3	55	72	127	97	103	95	107	90	52	52	41	40	50	42	45	40	1	1	3	4	1	4	1	2
37017	891	17	13	9	5	11	7	7	7	6	2	8	1	2	2	1	4	7	1	1	3	4	59	69	99	69	70	61	77	59	32	27	24	24	23	22	25	24	1	0	0	3	3	1	0	1
37018	1153	29	19	20	9	15	12	11	10	8	14	7	9	7	2	3	5	9	5	3	4	2	81	90	124	81	94	89	99	81	34	27	19	16	21	22	19	25	4	3	4	1	0	5	3	8
37019	846	12	15	3	5	9	7	1	2	2	4	4	5	1	1	3	8	4	3	0	1	0	53	54	72	58	60	57	61	51	40	36	36	31	38	41	31	29	1	1	2	1	0	1	0	2
37020	854	20	13	2	6	6	7	5	5	8	13	8	3	3	3	1	2	2	1	0	1	3	41	57	91	57	62	52	60	57	37	35	29	25	38	38	29	24	0	1	1	2	1	1	3	1
37021	880	24	24	15	16	20	14	13	15	7	6	7	4	3	0	1	2	4	5	2	2	3	45	52	82	59	58	54	63	46	39	31	29	22	27	32	26	25	0	1	0	0	0	1	0	1
37022	1010	13	17	7	13	8	6	5	5	4	22	3	6	3	1	0	7	4	1	2	3	4	43	54	87	58	58	56	67	58	60	46	47	46	48	52	41	40	0	3	2	1	3	3	1	2
37023	1217	32	21	11	8	14	6	6	16	6	6	5	7	4	1	1	2	11	4	3	3	3	74	91	125	95	91	83	93	76	39	38	39	36	41	31	35	41	2	3	2	3	1	3	2	3
37024	1196	29	13	11	10	13	13	5	7	7	13	7	3	4	1	6	3	7	4	4	4	4	71	89	118	90	102	87	94	82	37	41	31	30	40	41	29	32	0	1	5	1	1	2	0	4
37025	1104	23	14	6	2	10	8	2	10	9	6	6	3	5	2	3	2	5	8	4	1	3	71	74	132	84	97	86	91	69	35	28	29	29	32	31	32	29	1	0	1	7	2	2	5	5
37026	1517	40	27	13	21	15	12	8	15	6	15	9	6	7	3	4	6	12	5	4	5	5	80	109	144	106	117	110	116	95	65	52	40	42	53	48	41	44	2	3	0	3	2	4	2	1
37027	1122	26	19	17	9	13	11	6	8	10	8	5	4	5	1	3	1	3	2	3	1	2	56	70	147	85	96	85	94	86	36	35	30	27	36	29	24	23	0	1	1	0	2	1	1	0
37028	1021	19	12	8	8	8	8	3	8	12	8	5	3	3	1	5	3	4	4	1	1	3	48	62	96	69	67	64	69	63	57	42	47	32	42	48	40	36	1	1	1	1	2	2	3	1
37029	1008	31	27	16	16	21	15	8	14	2	8	4	5	3	1	0	4	6	0	0	0	3	71	70	106	72	79	73	83	59	33	21	26	21	31	20	21	24	0	3	1	0	3	2	1	4
37030	1104	25	28	17	13	18	19	11	18	6	8	10	7	6	2	3	4	8	2	2	4	6	55	63	115	67	78	65	72	63	48	36	38	29	32	34	26	32	4	5	2	4	8	5	3	3
37031	1259	23	25	10	8	17	11	6	9	13	11	7	6	3	2	3	4	5	5	3	2	4	76	81	126	88	99	85	98	83	49	47	36	36	43	40	40	33	1	4	2	1	5	2	1	6
37032	982	24	15	11	5	13	9	7	8	7	8	4	4	5	2	1	4	5	2	4	3	2	58	72	113	83	85	85	94	70	30	26	17	17	20	17	14	16	1	5	1	2	4	3	3	3
37033	1401	36	24	11	8	18	10	10	12	8	10	3	5	7	2	2	2	3	3	3	4	4	93	105	148	119	125	118	130	100	35	33	29	31	32	34	35	27	2	6	1	4	1	4	1	3
37034	1084	20	17	6	4	9	6	3	8	8	3	4	4	4	0	1	0	5	1	3	1	1	59	62	133	83	97	83	97	83	38	42	31	26	35	33	29	22	2	4	3	3	2	4	2	3
37035	1502	41	26	10	12	13	10	13	13	11	10	4	5	5	4	4	2	6	4	4	0	4	89	108	158	125	133	120	128	124	47	38	37	35	43	40	28	30	2	2	1	3	0	7	0	3
37036	961	18	21	6	8	11	11	7	9	8	11	3	5	7	3	5	5	2	5	2	3	0	54	65	104	73	80	65	85	65	31	29	25	20	25	30	24	20	5	3	1	2	0	3	1	1
37037	1196	27	23	13	6	19	12	4	14	11	9	8	6	9	3	7	8	6	2	3	5	5	74	85	120	80	92	80	88	79	38	36	42	30	39	35	30	27	2	2	1	2	4	3	2	5
37038	1398	37	16	8	9	16	8	8	11	10	6	11	6	4	1	4	5	7	5	2	2	2	88	106	145	115	128	116	129	103	43	40	28	32	41	29	34	21	3	2	4	2	2	4	1	4
37039	998	27	25	16	11	10	6	9	10	4	8	5	3	4	3	2	1	9	3	1	1	2	56	69	102	65	67	66	71	59	33	35	30	31	39	39	32	28	3	4	1	1	2	2	1	2
37040	1463	24	15	9	9	13	9	3	10	12	8	8	5	5	4	6	0	6	2	3	4	6	103	125	166	138	149	137	150	135	30	30	21	25	21	21	21	17	1	2	1	2	1	2	1	3
37041	1158	20	15	11	4	11	5	7	6	3	14	7	6	3	4	1	5	12	2	2	3	3	74	80	124	91	107	89	97	88	37	35	28	27	33	29	31	25	3	4	2	2	1	1	0	6
42001	1913	7	10	10	4	7	8	10	6	12	8	11	4	4	5	2	11	14	14	11	9	7	161	178	188	198	191	187	194	186	30	28	25	26	25	25	25	21	7	15	7	5	4	4	4	5
42002	2028	17	13	12	14	9	17	9	16	6	5	5	4	5	3	4	10	11	8	11	11	5	136	141	157	155	153	143	148	141	87	83	85	78	79	79	76	74	1	3	4	1	5	3	1	0
42003	1995	19	19	20	16	14	17	17	18	8	8	5	3	4	3	3	9	7	6	7	6	8	103	110	131	135	131	128	130	129	101	95	96	95	93	92	89	91	6	5	4	3	3	2	4	2
42004	3993	33	29	21	22	18	26	21	17	12	9	7	4	3	3	4	18	19	12	19	17	18	278	299	331	332	328	315	327	310	156	146	140	136	136	132	133	126	6	8	4	4	4	5	1	4
42005	1778	6	6	10	7	3	6	5	9	9	9	9	7	7	4	7	14	11	8	10	6	3	125	143	162	174	169	161	168	164	43	40	37	37	38	39	32	35	3	10	9	6	8	8	7	4
42006	2260	18	14	12	10	12	10	10	15	6	9	5	7	6	5	6	8	7	11	10	8	8	176	189	207	221	202	194	206	196	60	60	57	54	60	55	53	46	4	6	4	2	3	5	0	3
42007	2348	13	10	8	8	10	13	9	13	11	5	2	5	2	3	5	12	14	13	12	9	8	184	198	222	228	226	215	226	217	56	59	52	52	54	54	51	50	2	4	4	2	2	4	0	1
42008	2310	16	14	11	11	10	7	8	5	7	7	10	6	7	3	5	11	12	7	9	6	4	182	195	212	206	210	207	204	201	73	62	63	60	66	62	61	58	1	2	1	1	1	3	2	1
42009	2587	27	26	22	21	24	27	22	23	12	10	10	4	4	4	4	20	17	16	20	25	18	129	140	165	165	161	156	166	160	122	118	110	114	118	118	107	108	8	7	8	9	12	13	9	8
42010	3066	27	31	22	27	23	26	28	27	11	12	8	3	4	2	2	14	13	12	11	10	9	173	192	229	224	229	215	224	211	136	132	129	126	121	123	113	112	9	7	8	8	7	7	5	4
42011	807	9	11	7	7	7	10	7	7	4	3	4	1	1	1	1	3	4	8	9	6	5	51	60	78	81	78	78	74	73	13	12	13	12	12	12	13	12	2	3	5	2	4	1	2	1
42012	2136	11	7	13	11	11	10	9	19	8	4	4	3	3	1	1	14	11	12	12	12	11	174	188	204	207	205	195	204	195	46	42	41	40	41	45	40	38	8	7	6	4	6	5	4	4
42013	2414	24	20	17	14	15	16	11	14	10	13	9	6	6	8	7	14	7	9	8	5	6	195	216	227	232	220	213	218	210	61	55	53	52	50	52	50	48	6	6	3	2	1	3	1	1
42014	2331	16	17	14	10	11	14	15	12	14	9	10	7	6	4	5	9	10	9	9	13	7	175	192	198	205	197	197	197	187	74	74	66	63	68	64	64	59	4	8	5	4	3	2	2	2
42015	2174	9	8	9	7	5	11	6	8	6	6	4	5	5	3	4	13	14	10	9	10	7	167	189	198	207	201	190	195	190	63	63	56	53	56	59	53	54	3	4	2	3	4	2	2	1
42016	2054	18	23	17	18	16	13	17	15	9	8	9	8	9	6	6	11	12	14	13	13	11	130	149	161	163	160	156	160	154	70	68	66	67	65	66	63	59	4	3	5	4	5	7	2	1
42017	1956	14	15	11	9	9	8	9	9	6	7	6	3	4	3	3	13	13	10	11	9	10	132	147	178	182	182	177	182	178	50	52	50	48	48	46	42	41	2	9	6	5	7	4	4	2
42018	1725	17	20	10	13	11	13	12	13	5	2	2	3	2	1	1	9	10	7	6	7	8	97	114	139	134	142	134	137	132	70	70	65	65	64	66	57	58	1	1	2	1	0	2	1	1
42019	2610	17	12	10	12	11	13	11	13	7	3	6	7	5	4	4	10	14	14	13	13	11	221	238	260	260	256	254	252	241	55	54	48	43	45	46	39	42	10	11	8	7	5	3	2	0
42020	1987	9	7	8	4	5	6	8	7	13	8	9	5	8	6	7	6	7	7	6	9	6	155	172	180	176	179	169	173	172	60	61	55	55	57	55	49	43	1	6	5	1	6	6	0	0
42021	1741	21	22	21	18	20	20	17	20	8	7	5	2	3	1	3	2	6	9	6	4	4	103	116	131	132	129	128	130	122	69	72	66	68	63	65	61	61	1	1	2	2	0	0	0	0
42022	829	6	6	3	3	3	5	3	4	4	5	1	2	2	1	2	6	6	7	8	7	6	52	59	70	67	66	67	66	65	30	28	25	25	27	28	26	25	1	1	2	3	2	1	1	2
42023	2192	18	14	11	10	11	12	12	14	6	4	6	3	2	3	3	10	10	7	9	8	6	184	200	215	216	213	203	210	199	53	50	45	43	39	39	41	38	4	5	4	2	3	2	2	3
42024	1512	9	7	5	3	2	8	3	6	2	4	8	3	4	4	2	13	13	6	9	6	6	96	118	134	141	137	131	135	130	45	40	40	41	42	43	38	38	2	8	5	5	8	5	3	4
42025	2305	22	20	15	16	15	16	16	16	16	13	8	8	8	5	8	18	12	11	15	15	6	136	153	167	169	167	157	162	160	98	88	83	84	85	84	79	78	9	10	13	9	11	11	7	6
42026	2421	18	12	11	13	12	14	10	14	12	5	8	2	4	3	5	10	10	8	10	14	14	177	187	218	224	220	214	218	212	67	68	65	64	61	65	57	56	6	9	8	4	4	5	2	1
42027	1834	18	15	14	13	14	14	13	10	7	6	9	4	7	3	4	10	10	9	10	11	9	113	124	129	135	126	121	127	121	83	80	74	73	75	77	73	72	2	1	0	1	3	5	4	5
42028	1948	26	22	23	17	17	18	17	16	9	10	4	5	1	2	2	7	12	9	6	8	3	125	150	187	183	182	174	183	170	47	47	42	42	41	43	35	31	5	6	4	2	6	6	2	1
42029	1775	14	13	12	12	13	13	12	17	7	4	3	1	1	2	2	7	8	4	6	3	3	117	127	160	160	157	152	153	153	53	52	48	51	50	50	49	48	8	6	6	4	5	5	2	2
42030	1668	10	11	11	7	8	9	6	7	8	8	6	5	3	3	2	6	6	5	8	4	4	131	146	179	179	176	174	179	170	23	25	19	19	19	19	18	19	6	9	6	3	3	5	3	1
42031	2240	19	16	17	18	15	16	13	17	13	9	12	8	7	4	6	7	9	6	9	12	5	155	180	198	211	204	192	197	192	64	57	56	53	58	53	53	51	9	3	2	3	1	3	3	4
42032	1924	12	15	14	10	11	15	14	17	5	7	5	4	2	4	5	15	13	9	14	16	14	120	134	149	147	147	140	147	140	77	76	70	70	67	67	64	59	2	5	6	3	4	4	4	1
42033	2580	25	24	21	19	17	20	18	21	11	9	8	8	12	11	10	17	15	16	18	14	15	133	140	164	163	165	160	170	160	121	120	121	117	124	120	111	108	7	6	7	9	8	7	5	5
42034	1797	7	7	9	9	5	6	7	7	7	7	9	4	7	5	5	9	6	8	7	8	5	160	176	187	192	182	183	186	178	25	23	22	21	21	21	20	19	8	8	3	4	3	5	2	4
42035	2605	24	18	16	15	14	25	17	20	9	10	8	5	10	3	5	13	16	12	11	14	14	157	171	188	187	187	173	185	173	116	117	110	108	109	111	100	102	1	7	9	4	5	4	2	0
42036	2406	19	22	19	17	19	19	15	16	12	7	12	10	9	7	10	5	8	8	14	14	11	140	151	183	188	186	180	185	171	97	90	90	90	90	89	81	79	4	8	5	6	7	6	5	2
42037	1435	10	11	14	8	6	9	6	8	6	3	7	8	4	4	2	10	7	4	4	5	3	106	116	125	136	125	123	129	121	42	40	35	36	35	35	34	32	3	5	3	6	4	2	1	2
42038	1747	12	12	11	13	9	12	14	10	8	5	6	4	5	3	5	11	9	8	8	9	8	135	151	161	166	159	156	162	155	42	37	38	38	38	39	34	33	3	3	4	1	4	4	1	1
42039	2611	32	23	25	24	22	26	23	25	9	7	11	4	7	3	4	21	19	15	19	17	14	173	191	200	195	197	181	195	183	97	99	90	89	96	87	83	83	7	4	0	4	2	1	1	3
42040	2387	17	16	11	12	11	19	16	15	11	6	10	8	6	2	2	15	13	15	14	16	13	133	151	169	169	172	164	162	161	112	110	105	106	107	106	99	97	2	4	2	1	2	2	2	1
42041	2073	19	20	21	18	18	21	20	23	10	5	6	5	4	2	3	9	8	6	7	6	6	127	133	166	170	168	161	171	160	79	73	70	73	70	70	60	59	3	10	3	2	4	3	1	0
42042	3925	43	42	42	39	32	39	33	33	19	17	16	13	12	9	11	16	14	19	27	23	19	254	273	317	315	314	304	306	293	128	133	119	122	123	119	113	108	11	11	11	8	9	5	4	7
43001	1155	16	14	11	12	10	11	10	9	3	2	3	2	4	1	3	6	6	5	6	5	5	81	92	102	99	103	94	96	97	33	31	25	27	25	26	22	21	4	7	5	3	5	7	4	2
43005	382	2	2	2	2	0	1	2	1	1	2	1	1	1	1	1	0	1	0	0	0	1	31	33	36	33	35	34	37	33	14	12	9	10	12	8	8	6	2	1	1	1	1	1	1	1
43009	257	2	2	1	2	1	2	1	1	0	1	1	0	0	0	0	1	1	1	1	2	1	17	20	21	21	25	23	24	21	8	9	6	7	9	6	5	5	1	1	2	1	1	1	1	1
43033	2317	15	15	11	13	12	15	14	16	7	6	3	3	1	3	1	10	11	12	14	14	12	188	207	225	226	225	220	227	214	40	45	40	39	42	38	36	35	6	11	12	10	8	6	3	6
43035	2245	17	16	20	14	11	16	13	15	11	10	10	7	8	6	7	13	11	9	10	13	10	159	174	204	204	205	199	206	201	55	56	52	52	51	50	48	45	6	9	3	3	4	4	4	4
43045	1534	14	11	8	6	11	9	9	10	3	5	3	4	3	5	3	4	9	10	7	7	7	112	124	134	134	136	131	132	131	43	43	41	37	43	41	38	40	3	4	4	3	5	4	1	2
Berwyn Ward 6 Precinct 2	1,181	8	13	10	13	7	8	8	9	7	12	7	4	4	1	4	7	3	3	3	1	4	32	41	44	42	44	42	43	53	97	91	83	81	84	98	77	77	2	4	4	3	1	2	0	0
Berwyn Ward 6 Precinct 3	561	8	7	4	4	3	4	4	8	3	8	4	2	1	2	2	5	2	2	1	1	1	17	20	32	34	32	28	36	32	37	34	28	27	32	36	28	25	1	1	3	1	1	0	0	0
Berwyn Ward 6 Precinct 4	463	5	4	6	6	3	4	5	5	3	5	6	1	1	2	2	4	4	3	2	3	3	21	26	27	28	28	27	32	26	28	22	20	20	20	24	19	17	0	0	0	0	0	0	0	1
Berwyn Ward 7 Precinct 1	1,505	19	15	12	21	14	9	14	15	7	19	5	5	5	4	3	9	6	4	5	5	2	49	62	81	75	79	71	77	80	106	95	86	83	88	98	75	77	4	2	3	4	2	6	2	2
Berwyn Ward 7 Precinct 2	1,362	18	10	8	21	10	7	11	10	10	13	7	3	4	4	6	8	2	0	4	3	1	63	83	93	79	91	82	86	89	86	64	58	58	67	72	57	53	1	4	4	2	4	4	0	2
Berwyn Ward 7 Precinct 3	1,964	32	32	30	41	26	32	24	29	10	21	6	5	8	2	4	12	10	5	10	10	7	68	74	85	79	84	77	89	94	140	114	110	113	117	130	108	101	4	6	2	7	2	1	1	2
Berwyn Ward 7 Precinct 4	1,878	17	14	11	22	10	20	9	14	11	21	14	7	6	4	4	7	3	6	1	9	4	63	73	86	76	89	77	85	92	140	130	123	121	126	140	115	106	1	1	3	3	6	4	2	2
Berwyn Ward 8 Precinct 1	2,768	29	33	22	44	28	29	22	27	23	25	13	10	6	4	6	13	7	10	10	7	7	83	111	131	124	131	112	130	128	205	180	169	164	187	196	154	155	6	7	5	3	3	6	2	1
Berwyn Ward 8 Precinct 2	236	1	1	0	2	1	1	1	1	2	2	0	0	0	0	1	2	2	0	1	1	0	8	6	6	6	8	5	7	8	22	20	20	19	19	20	20	20	1	0	0	1	1	0	0	0
Oak Park 1	2,568	73	46	44	35	34	42	31	34	12	10	10	5	4	3	2	8	11	4	5	5	2	138	165	208	200	200	186	197	179	96	96	78	77	83	82	69	66	6	6	4	4	4	2	1	1
Oak Park 2	4,318	52	33	44	22	30	40	24	35	15	14	9	4	6	0	3	20	20	24	18	17	21	305	352	392	389	396	379	384	365	120	117	104	106	104	103	98	91	10	11	8	9	5	7	5	7
Oak Park 3	4,671	64	48	52	50	39	45	42	47	17	10	11	5	5	4	7	14	12	7	5	9	7	266	295	348	338	347	328	345	331	201	195	187	186	193	193	172	177	8	9	11	9	13	10	6	3
Oak Park 4	3,589	38	26	30	25	23	35	22	23	12	10	11	6	9	5	4	14	12	13	16	16	14	223	264	300	300	306	300	295	289	118	116	110	110	109	112	107	104	10	12	11	6	8	5	6	4
Oak Park 5	3,951	45	33	44	35	30	55	37	38	8	11	10	3	6	3	4	15	11	13	10	12	7	262	312	333	333	337	327	329	323	131	130	117	114	112	113	107	105	1	8	7	3	6	6	4	1
Oak Park 6	3,712	69	58	58	48	54	57	44	61	12	19	12	9	5	2	5	11	16	16	14	11	9	173	214	257	242	247	232	246	230	169	157	151	147	156	149	137	130	7	15	14	10	10	12	8	9
Oak Park 7	2,634	40	27	32	33	23	30	30	23	13	7	10	4	7	3	4	8	5	3	5	10	4	170	198	216	211	215	205	214	201	95	81	82	81	78	81	72	73	5	4	6	6	6	5	4	4
Oak Park 8	3,587	93	74	81	62	48	63	49	57	11	11	13	6	6	3	3	7	13	12	6	4	6	176	202	253	231	244	229	251	236	151	144	143	129	144	135	119	125	5	7	7	4	8	6	6	4
Oak Park 9	2,355	36	31	28	25	27	27	24	23	9	9	7	3	3	4	7	3	2	8	5	6	1	116	131	160	157	159	158	160	152	114	108	109	110	108	106	98	99	2	2	4	5	3	4	1	1
Oak Park 10	3,621	56	42	62	43	36	38	33	42	10	9	10	5	8	4	5	10	10	9	15	7	6	207	226	284	274	288	268	278	267	145	134	128	123	125	123	117	110	6	11	9	9	12	11	4	2
Oak Park 11	3,046	61	43	52	37	41	38	32	40	12	11	12	11	6	3	6	10	15	12	12	9	13	154	185	234	208	214	209	221	208	124	125	107	107	103	111	97	94	7	10	9	8	8	12	9	6
Oak Park 12	1,836	28	16	26	20	13	16	14	13	5	6	4	2	2	2	2	7	7	6	5	6	4	99	98	129	123	126	121	122	117	90	89	88	85	84	85	78	78	0	5	3	5	3	1	2	1
Oak Park 13	3,257	81	60	60	50	46	49	45	45	10	14	12	7	3	3	1	9	7	7	9	9	5	127	154	192	186	187	177	186	178	171	174	168	169	165	169	147	148	9	4	4	2	3	2	0	3
Oak Park 14	3,900	46	32	47	29	22	32	26	29	11	13	16	5	5	5	5	13	11	14	11	7	10	253	289	350	346	355	341	345	329	115	117	103	107	107	101	97	95	7	11	9	7	10	9	4	4
Oak Park 15	4,124	91	76	69	55	67	65	54	63	20	12	15	10	8	4	1	15	14	10	15	12	14	183	223	273	245	262	243	267	249	205	196	180	178	179	178	159	159	6	12	4	8	10	9	3	3
Oak Park 16	4,931	81	59	65	50	43	52	41	47	22	10	23	9	10	7	6	13	10	13	15	13	8	266	304	357	350	354	339	360	334	225	221	210	201	200	201	187	187	3	7	6	4	5	6	3	4
Oak Park 17	5,054	77	59	73	58	45	66	49	61	16	17	18	10	13	6	8	22	18	24	20	17	13	262	294	344	325	335	313	340	313	230	233	219	222	217	218	198	189	14	16	13	14	18	16	13	8
Oak Park 18	2,945	41	34	44	31	31	37	27	32	9	8	15	8	7	3	4	14	10	7	11	15	8	181	201	232	222	232	216	228	227	111	103	94	93	97	91	80	84	7	10	12	7	6	6	4	5
Oak Park 19	3,527	59	49	44	41	36	44	40	37	14	15	19	9	6	2	1	8	8	8	6	4	4	196	223	263	247	252	240	249	242	155	154	134	138	140	141	125	121	5	8	7	5	9	8	4	7
Oak Park 20	4,664	55	41	41	41	39	35	27	35	18	18	16	7	13	7	8	13	16	11	11	8	9	299	342	404	393	399	382	400	383	169	152	135	132	139	135	130	128	10	16	12	11	9	7	5	3
Oak Park 21	2,540	39	36	34	23	27	30	28	33	10	8	9	5	9	3	4	8	10	9	3	5	8	113	130	177	153	168	152	159	155	145	131	121	116	130	117	108	101	3	4	2	2	4	2	4	2
Oak Park 22	2,542	46	34	28	36	34	33	29	37	7	11	15	6	6	1	2	13	9	11	11	10	9	105	123	154	152	162	152	155	153	131	129	121	122	126	123	109	106	3	7	3	2	4	6	4	2
Oak Park 23	3,202	36	25	36	30	25	27	27	28	9	7	6	4	2	2	1	8	6	6	10	11	7	201	229	274	263	268	259	274	256	112	114	102	103	100	99	93	94	7	11	6	5	7	5	3	4
Oak Park 24	2,699	29	21	34	26	18	21	24	22	6	6	11	4	6	5	4	5	6	9	5	8	6	178	201	235	227	237	226	232	228	90	90	81	76	78	77	72	69	2	7	6	3	2	4	1	1
Oak Park 25	3,400	62	49	57	50	45	48	48	52	15	8	9	6	8	4	4	9	5	7	8	6	8	155	183	216	208	213	200	213	195	167	167	162	160	162	164	148	148	6	9	1	1	2	4	3	5
Oak Park 26	3,358	46	41	57	33	31	39	27	35	18	10	5	4	8	2	4	11	15	11	10	10	9	172	211	258	245	257	248	255	224	145	137	122	123	130	125	121	115	5	11	8	3	6	4	3	4
Oak Park 27	985	13	13	15	8	10	9	7	6	3	2	1	2	2	1	0	2	2	2	3	1	4	50	51	76	72	75	72	73	67	43	44	42	41	42	41	38	33	3	3	3	2	3	3	1	1
Oak Park 28	3,976	63	46	51	28	41	50	39	40	11	12	7	7	5	6	8	9	10	9	9	13	10	182	217	277	260	271	265	266	259	203	202	180	175	189	184	169	160	7	7	3	8	5	7	4	2
Oak Park 29	3,437	56	50	63	58	42	55	47	45	18	16	21	8	12	5	11	12	13	11	10	12	14	178	201	224	223	228	218	226	208	166	151	135	141	132	136	123	127	6	6	5	10	4	3	2	5
Oak Park 30	3,473	67	52	43	40	51	45	36	45	19	13	13	5	4	5	3	10	12	10	11	8	9	161	187	244	231	234	222	240	216	165	164	149	138	153	142	136	133	9	8	8	6	7	10	3	6
Oak Park 31	5,220	101	77	85	70	66	71	67	71	17	16	17	12	12	7	6	18	12	17	12	11	14	260	300	372	344	362	349	366	346	239	226	208	200	210	208	192	185	12	9	8	9	11	12	6	7
Oak Park 32	2,214	40	36	27	28	26	38	27	31	12	7	6	6	4	0	4	9	8	3	5	3	5	85	106	144	140	147	133	147	144	110	111	99	99	100	109	94	86	5	9	8	4	6	2	1	0
Oak Park 33	2,913	54	41	37	33	32	31	26	34	12	7	12	6	6	2	3	7	7	8	11	4	6	129	155	194	183	189	177	193	177	163	148	133	137	149	141	125	116	4	5	3	1	3	6	2	1
Oak Park 34	2,689	56	44	57	42	38	46	41	40	14	10	11	7	3	3	2	10	8	9	12	8	9	123	150	183	180	179	175	182	168	122	113	102	106	108	103	85	85	8	12	7	10	5	6	3	4
Oak Park 35	4,420	68	50	64	45	38	53	36	45	21	17	15	10	8	6	7	13	15	14	12	9	6	261	289	354	340	350	342	352	341	168	165	149	150	153	146	140	130	5	8	5	2	7	5	3	3
Oak Park 36	4,077	72	56	67	61	46	57	55	54	13	20	13	8	10	4	5	16	15	15	12	9	11	240	269	313	309	312	303	314	304	142	140	132	126	126	123	116	102	10	15	10	11	11	9	10	11
Oak Park 37	1,905	37	32	33	31	31	29	27	29	8	6	4	3	4	3	3	4	4	4	5	3	0	87	100	130	123	128	126	127	125	86	82	81	79	80	85	69	71	6	6	3	1	3	3	3	1
Proviso 1	1,678	25	15	11	12	11	12	10	9	5	13	8	4	5	4	4	4	7	5	5	7	3	86	100	128	119	120	121	124	124	86	75	63	68	71	73	62	62	1	3	4	3	2	4	0	0
Proviso 2	1,401	18	13	7	23	6	3	3	7	8	24	6	5	4	2	1	13	5	4	3	4	2	48	57	76	70	75	68	78	82	102	88	81	77	82	98	75	75	1	2	1	1	0	1	0	2
Proviso 3	880	13	12	8	8	3	8	3	5	7	8	6	2	4	3	6	5	9	4	3	4	2	48	66	79	66	70	68	72	72	28	25	27	24	26	29	23	23	1	2	0	1	2	4	0	1
Proviso 4	1,910	46	28	12	14	19	18	8	13	9	18	7	3	11	5	0	9	7	8	5	3	6	96	120	176	162	163	152	163	148	65	58	55	48	68	54	53	53	3	3	5	2	6	3	4	1
Proviso 5	1,730	40	28	13	14	18	12	5	9	12	15	9	6	3	4	2	3	6	1	4	1	4	112	129	182	174	167	159	175	159	37	34	30	29	27	26	33	35	1	2	2	1	1	3	2	1
Proviso 8	1,302	33	17	18	19	13	16	10	15	10	7	10	4	5	1	1	10	12	7	9	5	4	73	84	98	94	94	96	100	94	50	46	39	42	41	39	35	27	1	5	5	3	5	3	1	1
Proviso 9	1,826	36	20	14	16	17	13	17	20	7	8	6	2	7	1	1	7	3	3	3	3	2	98	121	164	159	165	150	164	148	73	73	49	45	57	52	49	41	2	0	3	0	4	3	0	0
Proviso 17	1,380	25	21	4	9	14	14	5	12	7	8	6	4	5	1	3	0	3	1	1	0	2	76	94	115	111	107	107	115	103	55	51	53	43	54	56	42	38	1	1	2	1	1	5	2	2
Proviso 18	2,690	51	42	29	24	28	27	14	30	19	21	18	8	8	2	4	6	10	6	2	3	3	135	178	247	227	235	222	240	215	90	83	69	77	81	75	65	60	1	7	5	6	5	6	3	3
